"uniqueVarID"	"study"	"variable"	"moment"	"type"	"datatype"	"dependent"	"direction"	"psytype"	"parent"	"description"	"comment"	"values"	"labels"	"classification_P"	"classification"
"Brandstetter2012.r_addiction"	"Brandstetter2012.r"	"Addiction"	"1"	"aggregate"	"numeric"	"cessation"	"inconsistent"	"determinant"	"NA"	"NA"	"NA"	"NA"	"NA"	"irrelevant"	"irrelevant"
"Brandstetter2012.r_baselinecpd"	"Brandstetter2012.r"	"Baseline CPD"	"1"	"question"	"numeric"	"cessation"	"consistent"	"behavior"	"NA"	"NA"	"NA"	"NA"	"NA"	"irrelevant"	"irrelevant"
"Brandstetter2012.r_cessationinpast7days"	"Brandstetter2012.r"	"Cessation in past 7 days"	"1"	"question"	"logical"	"cessation"	"consistent"	"behavior"	"NA"	"NA"	"NA"	"NA"	"NA"	"behavior"	"behavior"
"Brandstetter2012.r_confidenceinquitting"	"Brandstetter2012.r"	"Confidence in quitting"	"1"	"question"	"numeric"	"cessation"	"consistent"	"determinant"	"NA"	"NA"	"NA"	"NA"	"NA"	"self-efficacy"	"self-efficacy"
"Brandstetter2012.r_gender"	"Brandstetter2012.r"	"gender"	"1"	"question"	"logical"	"cessation"	NA	"demographic"	"NA"	"NA"	"NA"	"NA"	"NA"	"demographic"	"demographic"
"Brandstetter2012.r_increasedcpd"	"Brandstetter2012.r"	"Increased CPD"	"1"	"question"	"numeric"	"cessation"	"inconsistent"	"behavior"	"NA"	"NA"	"NA"	"NA"	"NA"	"irrelevant"	"irrelevant"
"Brandstetter2012.r_lowconfidenceinabilitytoquit"	"Brandstetter2012.r"	"Low confidence in ability to quit"	"1"	"aggregate"	"numeric"	"cessation"	"inconsistent"	"determinant"	"NA"	"NA"	"NA"	"1 | 2 | 3 | 4 | 5"	"low confidence | x | x | x | high confidence"	"self-efficacy"	"self-efficacy"
"Brandstetter2012.r_motivationtoquit"	"Brandstetter2012.r"	"Motivation to quit"	"1"	"question"	"numeric"	"cessation"	"consistent"	"proxy"	"NA"	"NA"	"NA"	"NA"	"NA"	"intention"	"intention"
"Brandstetter2012.r_priorquitattempts"	"Brandstetter2012.r"	"Prior quit attempts"	"1"	"question"	"numeric"	"cessation"	"consistent"	"behavior"	"NA"	"NA"	"NA"	"NA"	"NA"	"behavior"	"behavior"
"Brandstetter2012.r_quitoutcome"	"Brandstetter2012.r"	"Quit outcome"	"1"	"question"	"logical"	"cessation"	"consistent"	"behavior"	"NA"	"NA"	"NA"	"NA"	"NA"	"behavior"	"behavior"
"Brandstetter2012.r_reasonsforsmoking"	"Brandstetter2012.r"	"Reasons for smoking"	"1"	"aggregate"	"nominal"	"cessation"	"inconsistent"	"proxy"	"NA"	"NA"	"NA"	"NA"	"NA"	"attitude"	"attitude"
"Brandstetter2012.r_smokingwithin30minsofwaking"	"Brandstetter2012.r"	"Smoking within 30 mins of waking"	"1"	"question"	"logical"	"cessation"	"inconsistent"	"behavior"	"NA"	"NA"	"NA"	"NA"	"NA"	"behavior"	"behavior"
"Carvajal2006.r_depressivesymptoms"	"Carvajal2006.r"	"Depressive symptoms"	"1"	"aggregate"	"numeric"	"initiation"	"consistent"	"determinant"	"NA"	"within the past 7 days: negative affect, (absence of) positive affect,
somatic  complaints,  and  interpersonal  problems."	"explanation retrieved from page 652/653 
  - proximal/distal determinants"	"NA"	"NA"	"irrelevant"	"irrelevant"
"Carvajal2006.r_globalpositiveexpectancies"	"Carvajal2006.r"	"Global positive expectancies"	"1"	"aggregate"	"numeric"	"initiation"	"inconsistent"	"determinant"	"NA"	"eight items from extant optimism and hope scales"	"explanation retrieved from page 
  652/653 - proximal/distal determinants"	"NA"	"NA"	"attitude"	"attitude"
"Carvajal2006.r_initiation"	"Carvajal2006.r"	"initiation"	"2"	"question"	"logical"	"initiation"	"consistent"	"behavior"	"NA"	"NA"	"From paper: With the exception of smoking initiation and SES -socio economic situation-,
## all variables were determined by baseline responses.
##found in section 1.2 questionnaires and measures"	"NA"	"NA"	"behavior"	"behavior"
"Carvajal2006.r_maladaptivecoping"	"Carvajal2006.r"	"Maladaptive coping"	"1"	"aggregate"	"numeric"	"initiation"	"consistent"	"determinant"	"NA"	"denial, helplessness, anger etc"	"explanation retrieved from page 
  652/653 - proximal/distal determinants"	"NA"	"NA"	"coping"	"coping"
"Carvajal2006.r_negativeattitudes"	"Carvajal2006.r"	"Negative attitudes"	"1"	"aggregate"	"numeric"	"initiation"	"inconsistent"	"determinant"	"NA"	"negative attitudes toward smoking"	"explanation retrieved from page 652/653 - proximal/distal determinants"	"NA"	"NA"	"attitude"	"attitude"
"Carvajal2006.r_perceivedrisk"	"Carvajal2006.r"	"Perceived risk"	"1"	"aggregate"	"numeric"	"initiation"	"NA"	"determinant"	"NA"	"NA"	"explanation retrieved from page 653 
  page 652/653 - proximal/distal determinants"	"NA"	"NA"	"risk perception"	"risk perception"
"Carvajal2006.r_positiveattitudes"	"Carvajal2006.r"	"Positive attitudes"	"1"	"aggregate"	"numeric"	"initiation"	"consistent"	"determinant"	"NA"	"positive attitudes toward smoking"	"explanation retrieved from page 652/653 - proximal/distal determinants"	"NA"	"NA"	"attitude"	"attitude"
"Carvajal2006.r_selfefficacy"	"Carvajal2006.r"	"Self efficacy"	"1"	"aggregate"	"numeric"	"initiation"	"inconsistent"	"determinant"	"NA"	"NA"	"explanation retrieved from page 652/653 - proximal/distal determinants"	"NA"	"NA"	"self-efficacy"	"self-efficacy"
"Carvajal2006.r_smokingintentions"	"Carvajal2006.r"	"Smoking intentions"	"1"	"aggregate"	"numeric"	"initiation"	"consistent"	"proxy"	"NA"	"NA"	"NA"	"NA"	"NA"	"intention"	"intention"
"chen1999.r_alleviatesboredom"	"chen1999.r"	"Alleviates boredom"	"1"	"question"	"logical"	"initiation"	"consistent"	"belief"	"NA"	"if agree that smoking alleviates boredom (1 = yes, 0 = no) (p. 404, lower right column)"	NA	NA	NA	"attitude"	"attitude"
"chen1999.r_feelokaroundsmokers"	"chen1999.r"	"Feel OK around smokers"	"1"	"question"	"logical"	"initiation"	"consistent"	"belief"	"NA"	"if feel OK when around smokers (1 = yes, 0 = no) (p. 404, lower right column)"	NA	NA	NA	"attitude"	"attitude"
"chen1999.r_friendsmokingf"	"chen1999.r"	"Friend smoking (f)"	"1"	"question"	"logical"	"initiation"	"consistent"	"belief"	"NA"	"Reported smoking status of peers (1 = smoker, 0 = non-smoker) (p. 404, lower right column)"	NA	NA	NA	"descriptive norm"	"descriptive norm"
"chen1999.r_friendsmokingm"	"chen1999.r"	"Friend smoking (m)"	"1"	"question"	"logical"	"initiation"	"consistent"	"belief"	"NA"	"Reported smoking status of peers (1 = smoker, 0 = non-smoker) (p. 404, lower right column)"	NA	NA	NA	"descriptive norm"	"descriptive norm"
"chen1999.r_goodatparties"	"chen1999.r"	"Good at parties"	"1"	"question"	"logical"	"initiation"	"consistent"	"belief"	"NA"	"if agree that smoking is good at parties (1 = yes, 0 = no) (p. 404, lower right column)"	NA	NA	NA	"attitude"	"attitude"
"chen1999.r_hatebeingaroundsmokers"	"chen1999.r"	"Hate being around smokers"	"1"	"question"	"logical"	"initiation"	"inconsistent"	"belief"	"NA"	"if hate being around people who are smoking (1 = yes, 0 = no) (p. 404, lower right column)"	NA	NA	NA	"irrelevant"	"irrelevant"
"chen1999.r_parentsapproveofmysmoking"	"chen1999.r"	"Parents approve of my smoking"	"1"	"question"	"logical"	"initiation"	"consistent"	"belief"	"NA"	"if think that parents will approve of my smoking when I grow up (1 = yes, 0 = no) (p. 404, lower right column)"	NA	NA	NA	"injunctive norm"	"injunctive norm"
"chen1999.r_parentsmoking"	"chen1999.r"	"Parent smoking"	"1"	"question"	"logical"	"initiation"	"consistent"	"belief"	"NA"	"Reported smoking status of parents (1 = smoker, 0 = non-smoker) (p. 404, lower right column)"	NA	NA	NA	"descriptive norm"	"descriptive norm"
"chen1999.r_siblingsmoking"	"chen1999.r"	"Sibling smoking"	"1"	"question"	"logical"	"initiation"	"consistent"	"belief"	"NA"	"Reported smoking status of siblings (1 = smoker, 0 = non-smoker) (p. 404, lower right column)"	NA	NA	NA	"descriptive norm"	"descriptive norm"
"chen1999.r_smokersturnmeoff"	"chen1999.r"	"Smokers turn me off"	"1"	"question"	"logical"	"initiation"	"inconsistent"	"belief"	"NA"	"if agree that smoking turns me off (1 = yes, 0 = no) (p. 404, lower right column)"	NA	NA	NA	"attitude"	"attitude"
"chen1999.r_smokinghelpsrelax"	"chen1999.r"	"Smoking helps relax"	"1"	"question"	"logical"	"initiation"	"consistent"	"belief"	"NA"	"if agree that smoking aids in relaxation (1 = yes, 0 = no) (p. 404, lower right column)"	NA	NA	NA	"attitude"	"attitude"
"chen1999.r_smokinginitiation"	"chen1999.r"	"Smoking initiation"	"1"	"question"	"logical"	"initiation"	"consistent"	"behavior"	"NA"	"respondents who responded 'yes' to the question 'Have you ever smoked a whole cigarette?' were defined as smoking initiators. (p. 403, lower right column)"	NA	NA	NA	"behavior"	"behavior"
"chen1999.r_teachersmoking"	"chen1999.r"	"Teacher smoking"	"1"	"question"	"logical"	"initiation"	"consistent"	"belief"	"NA"	"Reported smoking status of teachers (1 = smoker, 0 = non-smoker) (p. 404, lower right column)"	NA	NA	NA	"descriptive norm"	"descriptive norm"
"cortes2005.r_badbreathistheworstaboutsmoking"	"cortes2005.r"	"Bad breath is the worst about smoking"	"1"	"question"	"numeric"	"initiation"	NA	"behavior"	"NA"	"NA"	"NA"	"NA"	"NA"	"attitude"	"attitude"
"cortes2005.r_believeiwontsmokeasanadult"	"cortes2005.r"	"Believe I won't smoke as an adult"	"1"	"question"	"numeric"	"initiation"	"NA"	"behavior"	"NA"	"NA"	"NA"	"NA"	"NA"	NA	NA
"cortes2005.r_damagetoownandothershealthistheworstaboutsmoking"	"cortes2005.r"	"Damage to own and others health is the worst about smoking"	"1"	"question"	"numeric"	"initiation"	NA	"behavior"	"NA"	"NA"	"NA"	"NA"	"NA"	NA	NA
"cortes2005.r_disagreethatsmokingmakesyoufeelgood"	"cortes2005.r"	"Disagree that smoking makes you feel good"	"1"	"question"	"numeric"	"initiation"	NA	"behavior"	"NA"	"NA"	"NA"	"NA"	"NA"	NA	NA
"cortes2005.r_expenseistheworstaboutsmoking"	"cortes2005.r"	"expense is the worst about smoking"	"1"	"question"	"numeric"	"initiation"	NA	"behavior"	"NA"	"NA"	"NA"	"NA"	"NA"	NA	NA
"cortes2005.r_neverboughttobaccoforpersonaluse"	"cortes2005.r"	"Never bought tobacco for personal use"	"1"	"question"	"numeric"	"initiation"	"NA"	"behavior"	"NA"	"NA"	"NA"	"NA"	"NA"	NA	NA
"cortes2005.r_wouldnttakeacigarettefromafriend"	"cortes2005.r"	"Wouldn't take a cigarette from a friend"	"1"	"question"	"numeric"	"initiation"	"NA"	"behavior"	"NA"	"NA"	"NA"	"NA"	"NA"	"injunctive norm"	"injunctive norm"
"donze2007.r_beliefthatquittingisverydifficult"	"donze2007.r"	"Belief that quitting is very difficult"	"1"	"question"	"logical"	"cessation"	"inconsistent"	"belief"	NA	"NA"	"NA"	NA	NA	"self-efficacy"	"self-efficacy"
"donze2007.r_quitting"	"donze2007.r"	"Quitting"	"1"	"question"	"logical"	"cessation"	"NA"	"behavior"	NA	NA	"NA"	NA	NA	"behavior"	"behavior"
"echer2008.r_actingasasmokeronstage"	"echer2008.r"	"acting as a smoker on stage"	"1"	"question"	"text"	"cessation"	"consistent"	"belief"	"NA"	"NA"	"NA"	"NA"	"NA"	"pending"	"pending"
"echer2008.r_age"	"echer2008.r"	"age"	"1"	"question"	"text"	"cessation"	"consistent"	"belief"	"NA"	"NA"	"NA"	"NA"	"NA"	"irrelevant"	"irrelevant"
"echer2008.r_cigaretteintrferenceinsociallifeandlawsthatrestrictsmoking"	"echer2008.r"	"cigarette intrference in social life and laws that restrict smoking"	"1"	"question"	"text"	"cessation"	"consistent"	"belief"	"NA"	"NA"	"NA"	"NA"	"NA"	"external factor"	"external factor"
"echer2008.r_drugs"	"echer2008.r"	"Drugs"	"1"	"question"	"text"	"cessation"	NA	"belief"	NA	"response to the main question 'What factors contribute to a successful smoking cessation?'"	"Top-left column of page 449, second paragraph."	NA	NA	"external factor"	"external factor"
"echer2008.r_estheticalandsmellingsense"	"echer2008.r"	"esthetical and smelling sense"	"1"	"question"	"text"	"cessation"	"consistent"	"belief"	"NA"	"NA"	"NA"	"NA"	"NA"	"attitude"	"attitude"
"echer2008.r_fearofwithdrawalsymptoms"	"echer2008.r"	"Fear of withdrawal symptoms"	"1"	"question"	"text"	"cessation"	NA	"belief"	NA	"response to the main question 'What factors contribute to a successful smoking cessation?', 
  reported as a motivation not to start again."	"Page 448, mid-left column, below 'Difficulty to cease smoking'"	NA	NA	"attitude"	"attitude"
"echer2008.r_gettingannoyedaboutcigarette"	"echer2008.r"	"getting annoyed about cigarette"	"1"	"question"	"text"	"cessation"	"consistent"	"belief"	"NA"	"NA"	"NA"	"NA"	"NA"	"attitude"	"attitude"
"echer2008.r_healthconcerns"	"echer2008.r"	"health concerns"	"1"	"question"	"text"	"cessation"	"consistent"	"belief"	"NA"	"NA"	"NA"	"NA"	"NA"	"risk perception"	"risk perception"
"echer2008.r_healthharm"	"echer2008.r"	"health harm"	"1"	"question"	"text"	"cessation"	"consistent"	"belief"	"NA"	"NA"	"NA"	"NA"	"NA"	"risk perception"	"risk perception"
"echer2008.r_healthproblemobservation"	"echer2008.r"	"health problem observation"	"1"	"question"	"text"	"cessation"	"consistent"	"belief"	"NA"	"NA"	"NA"	"NA"	"NA"	"risk perception"	"risk perception"
"echer2008.r_healthprofessional"	"echer2008.r"	"health professional"	"1"	"question"	"text"	"cessation"	"consistent"	"belief"	"NA"	"NA"	"NA"	"NA"	"NA"	"pending"	"pending"
"echer2008.r_influenceofclosepeople"	"echer2008.r"	"influence of close people"	"1"	"question"	"text"	"cessation"	"consistent"	"belief"	"NA"	"NA"	"NA"	"NA"	"NA"	"injunctive norm"	"injunctive norm"
"echer2008.r_knowinghealthharms"	"echer2008.r"	"knowing health harms"	"1"	"question"	"text"	"cessation"	"consistent"	"belief"	"NA"	"NA"	"NA"	"NA"	"NA"	"risk perception"	"risk perception"
"echer2008.r_lifeappreciation"	"echer2008.r"	"life appreciation"	"1"	"question"	"text"	"cessation"	"consistent"	"belief"	"NA"	"NA"	"NA"	"NA"	"NA"	"attitude"	"attitude"
"echer2008.r_mediacampaigns"	"echer2008.r"	"media campaigns"	"1"	"question"	"text"	"cessation"	"consistent"	"belief"	"NA"	"NA"	"NA"	"NA"	"NA"	"irrelevant"	"irrelevant"
"echer2008.r_minimizedabstinencesyndrome"	"echer2008.r"	"Minimized abstinence syndrome"	"1"	"question"	"text"	"cessation"	NA	"belief"	NA	"response to the main question 'What factors contribute to a successful smoking cessation?'"	"Page 448, final sentence of left column"	NA	NA	"attitude"	"attitude"
"echer2008.r_money"	"echer2008.r"	"money"	"1"	"question"	"text"	"cessation"	"consistent"	"belief"	"NA"	"NA"	"NA"	"NA"	"NA"	"external factor"	"external factor"
"echer2008.r_participationinantismokingcommission"	"echer2008.r"	"participation in anti-smoking commission"	"1"	"question"	"text"	"cessation"	"consistent"	"belief"	"NA"	"NA"	"NA"	"NA"	"NA"	"external factor"	"external factor"
"echer2008.r_professionalintervention"	"echer2008.r"	"Professional intervention"	"1"	"question"	"text"	"cessation"	NA	"belief"	NA	"response to the main question 'What factors contribute to a successful smoking cessation?'"	"Bottom-right column of page 448, below 'Intervention of qualified professionals and drug utilization"	NA	NA	"external factor"	"external factor"
"echer2008.r_professionalsupportnursephysiciandentist"	"echer2008.r"	"Professional support -nurse, physician, dentist-"	"1"	"question"	"text"	"cessation"	NA	"belief"	NA	"response to the main question 'What factors contribute to a successful smoking cessation?'"	"Extracted from page 449, mid-left column, bottom cursif statement"	NA	NA	"external factor"	"external factor"
"echer2008.r_receivedspiritualsupport"	"echer2008.r"	"received spiritual support"	"1"	"question"	"text"	"cessation"	NA	"belief"	NA	"response to the main question 'What factors contribute to a successful smoking cessation?'"	"Extracted from p. 448, bottom right, below -Received support-"	NA	NA	"external factor"	"external factor"
"echer2008.r_shamefrustrationofbeingasmoker"	"echer2008.r"	"shame/frustration of being a smoker"	"1"	"question"	"text"	"cessation"	"consistent"	"belief"	"NA"	"NA"	"NA"	"NA"	"NA"	"attitude"	"attitude"
"echer2008.r_sharingexperienceswithquitters"	"echer2008.r"	"Sharing experiences with quitters"	"1"	"question"	"text"	"cessation"	NA	"belief"	NA	"response to the main question 'What factors contribute to a successful smoking cessation?'"	"mid to lower-right column on page 449, below 'specific course and support groups"	NA	NA	"self-efficacy"	"self-efficacy"
"echer2008.r_smokerswhorefrainaroundquitters"	"echer2008.r"	"smokers who refrain around quitters"	"1"	"question"	"text"	"cessation"	NA	"belief"	NA	"response to the main question 'What factors contribute to a successful smoking cessation?'"	"Bottom left column page 450, above 'final considerations'"	NA	NA	"descriptive norm"	"descriptive norm"
"echer2008.r_socialsupport"	"echer2008.r"	"Social support"	"1"	"question"	"text"	"cessation"	NA	"belief"	NA	"response to the main question 'What factors contribute to a successful smoking cessation?'"	"Extracted from page 450, top left column, below 'Family, social and spiritual support'"	NA	NA	"injunctive norm"	"injunctive norm"
"echer2008.r_spiritualbeliefs"	"echer2008.r"	"Spiritual beliefs"	"1"	"question"	"text"	"cessation"	NA	"belief"	NA	"response to the main question 'What factors contribute to a successful smoking cessation?'"	"Extracted from p. 450, bottom-left column, second-to-last paragraph above 'Final considerations'."	NA	NA	"attitude"	"attitude"
"echer2008.r_spiritualsupport"	"echer2008.r"	"spiritual support"	"1"	"question"	"text"	"cessation"	"consistent"	"belief"	"NA"	"NA"	"NA"	"NA"	"NA"	"attitude"	"attitude"
"echer2008.r_supportgroups"	"echer2008.r"	"Support groups"	"1"	"question"	"text"	"cessation"	NA	"belief"	NA	"response to the main question 'What factors contribute to a successful smoking cessation?'"	"mid to lower-right column on page 449, below 'specific course and support groups"	NA	NA	"external factor"	"external factor"
"echer2008.r_supportgroupsprovidequittingstrategies"	"echer2008.r"	"support groups provide quitting strategies"	"1"	"question"	"text"	"cessation"	NA	"belief"	NA	"response to the main question 'What factors contribute to a successful smoking cessation?'"	"mid to lower-right column on page 449, below 'specific course and support groups'"	NA	NA	"self-efficacy"	"self-efficacy"
"echer2008.r_supportivecommunity"	"echer2008.r"	"Supportive community"	"1"	"question"	"text"	"cessation"	NA	"belief"	NA	"response to the main question 'What factors contribute to a successful smoking cessation?'"	"Bottom-right page 447, below table 1."	NA	NA	"injunctive norm"	"injunctive norm"
"echer2008.r_supportivefamily"	"echer2008.r"	"Supportive family"	"1"	"question"	"text"	"cessation"	NA	"belief"	NA	"response to the main question 'What factors contribute to a successful smoking cessation?'"	"Extracted from p. 448, bottom right, below -Received support-"	NA	NA	"external factor"	"external factor"
"echer2008.r_willpowerdeterminationtochange"	"echer2008.r"	"Willpower/determination to change"	"1"	"question"	"text"	"cessation"	NA	"belief"	NA	"response to the main question 'What factors contribute to a successful smoking cessation?'"	"Bottom-right page 447, below table 1."	NA	NA	"selfregulation"	"selfregulation"
"echer2008.r_willtochangedetermination"	"echer2008.r"	"will to change/determination"	"1"	"question"	"text"	"cessation"	"consistent"	"belief"	"NA"	"NA"	"NA"	"NA"	"NA"	"selfregulation"	"selfregulation"
"elshatarat2013.r_banonsmokinginpublicplaces"	"elshatarat2013.r"	"Ban on smoking in public places"	"1"	"question"	"logical"	"cessation"	NA	"belief"	NA	"NA"	"Retrieved from Table 4 p. 129, 7th item
  PAY close attention when processing these results, the results of table 4 are very likely dichotomous,
but this is NOT explicitly stated in the paper, but can be assumed based on the presentation (especially compared 
  to table 2, where 'very likely/likely' are specifically mentioned as a way of dichotomisation in presentation
  only."	NA	NA	"irrelevant"	"irrelevant"
"elshatarat2013.r_betterforhealthingeneral"	"elshatarat2013.r"	"Better for health in general"	"1"	"question"	"logical"	"cessation"	NA	"belief"	NA	"NA"	"Retrieved from Table 4 p. 129, 1st item
  PAY close attention when processing these results, the results of table 4 are very likely dichotomous,
but this is NOT explicitly stated in the paper, but can be assumed based on the presentation (especially compared 
  to table 2, where 'very likely/likely' are specifically mentioned as a way of dichotomisation in presentation
  only."	NA	NA	"risk perception"	"risk perception"
"elshatarat2013.r_doctorsadvice"	"elshatarat2013.r"	"Doctor's advice"	"1"	"question"	"logical"	"cessation"	NA	"belief"	NA	"NA"	"Retrieved from Table 4 p. 129, 8th item
  PAY close attention when processing these results, the results of table 4 are very likely dichotomous,
but this is NOT explicitly stated in the paper, but can be assumed based on the presentation (especially compared 
  to table 2, where 'very likely/likely' are specifically mentioned as a way of dichotomisation in presentation
  only."	NA	NA	NA	NA
"elshatarat2013.r_familypressure"	"elshatarat2013.r"	"Family pressure"	"1"	"question"	"logical"	"cessation"	NA	"belief"	NA	"NA"	"Retrieved from Table 4 p. 129, 5th item
  PAY close attention when processing these results, the results of table 4 are very likely dichotomous,
but this is NOT explicitly stated in the paper, but can be assumed based on the presentation (especially compared 
  to table 2, where 'very likely/likely' are specifically mentioned as a way of dichotomisation in presentation
  only."	NA	NA	NA	NA
"elshatarat2013.r_financialreasons"	"elshatarat2013.r"	"Financial reasons"	"1"	"question"	"logical"	"cessation"	NA	"belief"	NA	"NA"	"Retrieved from Table 4 p. 129, 4th item
  PAY close attention when processing these results, the results of table 4 are very likely dichotomous,
but this is NOT explicitly stated in the paper, but can be assumed based on the presentation (especially compared 
  to table 2, where 'very likely/likely' are specifically mentioned as a way of dichotomisation in presentation
  only."	NA	NA	NA	NA
"elshatarat2013.r_harmschildrenandothers"	"elshatarat2013.r"	"Harms children and others"	"1"	"question"	"logical"	"cessation"	NA	"belief"	NA	"NA"	"Retrieved from Table 4 p. 129, 6th item
  PAY close attention when processing these results, the results of table 4 are very likely dichotomous,
but this is NOT explicitly stated in the paper, but can be assumed based on the presentation (especially compared 
  to table 2, where 'very likely/likely' are specifically mentioned as a way of dichotomisation in presentation
  only."	NA	NA	NA	NA
"elshatarat2013.r_lessriskofgettingsmokingrelatedillness"	"elshatarat2013.r"	"Less risk of getting smoking related illness"	"1"	"question"	"logical"	"cessation"	NA	"belief"	NA	"NA"	"Retrieved from Table 4 p. 129, 2nd item
  PAY close attention when processing these results, the results of table 4 are very likely dichotomous,
but this is NOT explicitly stated in the paper, but can be assumed based on the presentation (especially compared 
  to table 2, where 'very likely/likely' are specifically mentioned as a way of dichotomisation in presentation
  only."	NA	NA	NA	NA
"elshatarat2013.r_littlebenefittoquitting"	"elshatarat2013.r"	"little benefit to quitting"	"1"	"question"	"numeric"	"cessation"	NA	"belief"	NA	"NA"	"Retrieved from Table 2, p. 128. In Benefits of smoking cessation 3rd item
  Answers were presented on a scale of 1-10, but are reported in a dichotomized fashion
  likely/very likely"	NA	NA	NA	NA
"elshatarat2013.r_presenthealthproblems"	"elshatarat2013.r"	"Present health problems"	"1"	"question"	"logical"	"cessation"	NA	"belief"	NA	"NA"	"Retrieved from Table 4 p. 129, 3rd item
  PAY close attention when processing these results, the results of table 4 are very likely dichotomous,
but this is NOT explicitly stated in the paper, but can be assumed based on the presentation (especially compared 
  to table 2, where 'very likely/likely' are specifically mentioned as a way of dichotomisation in presentation
  only."	NA	NA	NA	NA
"elshatarat2013.r_quittingdecreaseshealthproblems"	"elshatarat2013.r"	"quitting decreases health problems"	"1"	"question"	"numeric"	"cessation"	NA	"belief"	NA	"NA"	"Retrieved from Table 2, p. 128. In Benefits of smoking cessation, 1st item
  Answers were presented on a scale of 1-10, but are reported in a dichotomized fashion
  likely/very likely"	NA	NA	NA	NA
"elshatarat2013.r_quittingdecreasesriskheartdisease"	"elshatarat2013.r"	"quitting decreases risk heart disease"	"1"	"question"	"numeric"	"cessation"	NA	"belief"	NA	"NA"	"Retrieved from Table 2, p. 128. In Benefits of smoking cessation, 5th item
  Answers were presented on a scale of 1-10, but are reported in a dichotomized fashion
  likely/very likely"	NA	NA	NA	NA
"elshatarat2013.r_quittingdecreasesrisklungcancer"	"elshatarat2013.r"	"quitting decreases risk lung cancer"	"1"	"question"	"numeric"	"cessation"	NA	"belief"	NA	"NA"	"Retrieved from Table 2, p. 128. In Benefits of smoking cessation, 6th item
  Answers were presented on a scale of 1-10, but are reported in a dichotomized fashion
  likely/very likely"	NA	NA	NA	NA
"elshatarat2013.r_quittingdecreasesriskrespiratorydisease"	"elshatarat2013.r"	"quitting decreases risk respiratory disease"	"1"	"question"	"numeric"	"cessation"	NA	"belief"	NA	"NA"	"Retrieved from Table 2, p. 128. In Benefits of smoking cessation, 4th item
  Answers were presented on a scale of 1-10, but are reported in a dichotomized fashion
  likely/very likely"	NA	NA	NA	NA
"elshatarat2013.r_smokingcausescardiovasculareffects"	"elshatarat2013.r"	"smoking causes cardiovascular effects"	"1"	"question"	"numeric"	"cessation"	NA	"belief"	NA	"NA"	"Retrieved from Table 2, p. 128. In Health hazards of smoking, 2nd item
  Answers were presented on a scale of 1-10, but are reported in a dichotomized fashion
  likely/very likely"	NA	NA	NA	NA
"elshatarat2013.r_smokingcauseslungcancer"	"elshatarat2013.r"	"smoking causes lung cancer"	"1"	"question"	"numeric"	"cessation"	NA	"belief"	NA	"NA"	"Retrieved from Table 2, p. 128. In Health hazards of smoking, 4th item
  Answers were presented on a scale of 1-10, but are reported in a dichotomized fashion
  likely/very likely"	NA	NA	NA	NA
"elshatarat2013.r_smokingcausesotherbodilyeffects"	"elshatarat2013.r"	"smoking causes other bodily effects"	"1"	"question"	"numeric"	"cessation"	NA	"belief"	NA	"NA"	"Retrieved from Table 2, p. 128. In Health hazards of smoking, 5th item
  Answers were presented on a scale of 1-10, but are reported in a dichotomized fashion
  likely/very likely"	NA	NA	NA	NA
"elshatarat2013.r_smokingcausesrespiratorysystemdiseases"	"elshatarat2013.r"	"smoking causes respiratory system diseases"	"1"	"question"	"numeric"	"cessation"	NA	"belief"	NA	"NA"	"Retrieved from Table 2, p. 128. In Health hazards of smoking, 3rd item
  Answers were presented on a scale of 1-10, but are reported in a dichotomized fashion
  likely/very likely"	NA	NA	NA	NA
"elshatarat2013.r_smokingcausesstroke"	"elshatarat2013.r"	"smoking causes stroke"	"1"	"question"	"numeric"	"cessation"	NA	"belief"	NA	"NA"	"Retrieved from Table 2, p. 128. In Health hazards of smoking, 1st item
  Answers were presented on a scale of 1-10, but are reported in a dichotomized fashion
  likely/very likely"	NA	NA	NA	NA
"elshatarat2013.r_smokingharmsmyhealth"	"elshatarat2013.r"	"smoking harms my health"	"1"	"question"	"numeric"	"cessation"	NA	"belief"	NA	"NA"	"Retrieved from Table 2, p. 128. In Benefits of smoking cessation, 2nd item
  Answers were presented on a scale of 1-10, but are reported in a dichotomized fashion
  likely/very likely"	NA	NA	NA	NA
"feng2010.r_intentiontoquit"	"feng2010.r"	"Intention to quit"	"1"	"question"	"ordinal"	"cessation"	"inconsistent"	"proxy"	"NA"	"NA"	"Intentions to quit were based on responses to the question: Do 
you plan to quit smoking? See heading 'dependent variable' pi7 This question was dichotomized
  for analysis, furthermore the scale is reversed yes/no rather than no/yes, thus marked inconsistent."	"1 | 2 | 3 | 4"	"In the next month | In the next six months | Sometime in the future | Not at all"	NA	NA
"feng2010.r_outcomeexpectancy"	"feng2010.r"	"Outcome expectancy"	"1"	"question"	"ordinal"	"cessation"	"NA"	"belief"	"NA"	"NA"	" p.i7 ...was measured using the question: ‘How much do you think you would benefit from health and other
gains  if  you  were  to  quit  smoking  permanently  in  the  next 6 months?"	"1 | 2 | 3 | 4"	"not at all | a little | very much | don’t know"	NA	NA
